"ProductKey","CultureName","ProductDescription"
"210","Hindi","????? ???? ????? ?? ????? ???????? ???? ??????????? ?? ????? ???? ????? ?? ??? ??; ?????? ?? ??? ??? ????? ?? ????? ???? ???? ??. ????? ???? ?????? ?? ???????????? ?? ???? ???????? ?? ?? ?????? ???????? ???? ??. "
"210","Hungarian","""Legk?nnyebb ?s legjobb min?s?g? alum?niumv?zunk, amelyet a leg?jabb ?tv?zetb?l, a nagyobb szil?rds?g ?rdek?ben hegeszt?ssel ?s h?kezel?ssel k?sz?t?nk. Az innovat?v forma maxim?lis k?nyelmet ?s teljes?tm?nyt eredm?nyez."""
"210","Icelandic","L?ttasta og besta ?lgrindin ?r n?justu ?lbl?ndunni. H?n er so?in og me?h?ndlu? me? hita sem gerir hana sterkari. N?st?rleg h?nnun eykur ??gindi og virkni."
"210","Indonesian","Rangka aluminium kualitas terbaik kami yang paling ringan terbuat dari alloy terbaru dan melalui proses pengelasan serta pemanasan agar kuat. Desain inovatif kami menghasilkan kenyamanan dan performa maksimal."
"210","Inuktitut","se8i3X6 nN5tx3ymi3XK9l nFC/s/6 tuz nNymJ6 m3DwozJu4 nFC/4n1i4; iWt3ymJ6 x7ml sN3gjx3bsym9li n8qJ7mEoxEymJ6. x0psq5gu4 nNymiK5 wlx6goxEym/K5 x7ml xJ8q5tx6Li."
"210","Irish","Is againne at? an fr?ma al?manaim is ?adroime agus is airde caighde?n agus ? d?anta den ch?imhiotal is nua?; rinneadh t?th? agus c?ire?il teasa air lena neart?.  Cuireann an dearadh nu?la?och seo againne an compord agus an fheidhm?ocht is fearr ar f?il."
"210","Italian","""Telaio in alluminio, pi? leggero e della migliore qualit?, realizzato in una lega di ultima generazione. Il telaio ? saldato e subisce un trattamento termico per aumentare la rigidit? della struttura. Il design innovativo consente di ottenere comfort e prestazioni ottimali."""
"210","Kannada","???? ????? ????????? ???????? ???????????? ??????? ??? ????? ???? ?????????? ????????????; ????? ?????????????? ?????? ?????? ?????? ????? ???????????? ????????????. ???? ?????? ?????????? ?????? ???????? ????? ????? ???????????? ???????? ?????????????.?"
"210","Kazakh","?????? ??? ????? ??? ?????? ?????? ????????? ????? ?? ???? ?????????? ????????; ???????? ???? ??????? ????????? ???? ????????????? ?????. ?????? ???????????? ?????? ??????????? ?? ?????? ?????????? ???????? ??? ?????????? ?????????????? ??? ??????????. "
"210","Konkani","???? ???????? ???? ??? ??? ????????? ????? ????? ????????? ????? ???? ??????. ??????? ????? ???? ???????? ???? ????????. ???? ????? ???????? ?????? ????? ?? ????? ??? ??????????????? ?????."
"210","Korean","?? ???? ?? ??? ??? ?? ? ???? ?? ?? ??? ??? ??? ???? ??????. ?? ???? ????? ??? ???? ??? ?????."
"210","Latvian","""M?su viegl?kais augst?k?s kvalit?tes alum?nija r?mis ir izgatavots no jaun?k? sakaus?juma. Tas ir metin?ts un r?d?ts, lai nodro?in?tu iztur?bu. Novatoriskais dizains sniedz maksim?lu komfortu un rezult?tu."""
"210","Lithuanian","""Lengviausias ir geriausios kokyb?s aliumininis r?mas, pagamintas i? naujausio lydinio. Jis suvirintas ir paveiktas ?iluma, kad b?t? stipresnis. Novatori?kas dizainas u?tikrina patogum? ir na?um?."""
"210","Luxenbourgish","""Eise liichtesten an h?ichw?ertegsten Aluminimumskader aus der neister Metallkompositioun; geschweeste Kader, dee mat H?tzt behandelt gouf fir nach m?i Stabilit?it. Maximalen Confort a maximal Leeschtung durch eisen innovativen Design.  """
"210","Macedonian","?????? ???????? ? ????????????? ???????????? ????? ????????? ?? ??????? ??????; ??? ? ???????? ? ???????? ?????????? ?? ???????????. ?????? ?????????? ?????? ????????? ?? ?????????? ?????????? ? ???????????."
"210","Malaysian","Rangka aluminium paling ringan dan berkualiti terbaik kami diperbuat daripada aloi terbaru; ia dikimpal dan diberi rawatan haba untuk kekuatan. Reka bentuk inovatif kami menghasilkan keselesaan dan pretasi maksimum."
"210","Maori","""Ko t? m?tou anga konumohe tino m?m? rawa atu, tino whai kounga hoki, i hang? ki te p?hi konganuku tino hou rawa atu; kua honoa, kua whakamaimoatia ki te wera kia kaha ai. Ko te mutunga mai o te h?neanea me te whakamahi ng? hua o t? m?tou hoahoatanga auaha."""
"210","Marathi","???? ?????? ???? ??? ????? ??????? ????????????? ??????? ???? ????? ?????????????? ??????? ???; ?? ????? ?????? ???? ?????????? ?????? ??????-????????? ?????? ???. ?????? ????????? ?????????? ??????? ???????? ??? ??? ??????? ?????."
"210","Nepali","???? ???? ?????? ????? ????? ? ??????????? ?????????? ?????? ????????? ?????; ??????? ????? ??????? ???? ????????? ??????? ? ??? ???????. ?????? ????????? ????? ????????? ?????? ???? ?????? ? ??????????? ???????? ?????."
"210","Norwegian","V?r letteste og kvalitetsmessig beste aluminiumsramme laget av den nyeste legeringen. Den er sveiset og varmebehandlet for st?rst mulig styrke. V?rt innovative design gir komfort og ytelse i s?rklasse."
"210","Nynorsk","V?r lettaste og i kvalitet beste aluminiumsramme laga av den nyaste legeringa. Ho er sveisa og varmebehandla for st?rst mogleg styrke. Det innovative designet v?rt gir komfort og yting i s?rklasse."
"210","Pashto","????? ??? ? ?? ???? ???? ????? ?????? ???????? ????? ? ???? ???????? ??? ??? ??? ??? ??? ????? ?? ? ?? ???? ????? ????? ?? ????? ????? ??? ?? ?? ????? ? ?????? ? ?????? ????? ?? ????? ???? ? ?? ?????? ?? ??????? ??? ??."
"210","Polish","""Najl?ejsza aluminiowa rama o najwy?szej jako?ci, wykonana z najnowocze?niejszego stopu. Rama jest spawana i hartowana w wysokiej temperaturze, co zapewnia jej odpowiedni? wytrzyma?o??. Dzi?ki innowacyjnemu projektowi ta rama zapewnia maksymalny komfort i najwy?sz? wydajno??."""
"210","Portuguese (European)","""Feita a partir da mais recente liga, a nossa estrutura em alum?nio leve e da melhor qualidade; soldada e com tratamento t?rmico para uma maior robustez. O nosso design inovador resulta num m?ximo do conforto e desempenho."""
"210","Punjabi","?????? ????? ??? ??? ????? ??? ???? ?? ??? ???? ??? ?? ??? ???? ??????? ?? ????????? ?????; ?????? ??? ?? ????? ???? ???? ??? ?? ??? ???-???????? ?????? ?????? ??? ??? ???? ?????????? ?????? ??? ??? ??? ???? ??? ??????? ?????? ???? ???"
"210","Quecha","?uqaykupa aluminyuykuqa aswan sampallam hinallataq ancha allin tukuy yachaywan sumaq ruwasqa; ancha ninapi chulluchispa tinkisqa allin takyanampaq.kayqa musuqmi allin kanapaq mana tukuriq."
"210","Romanian","""Cadrul nostru de aluminiu, cel mai u?or ?i de cea mai bun? calitate, realizat din cel mai recent aliaj; este sudat ?i tratat termic pentru ?mbun?t??irea rezisten?ei. Designul nostru inovator are ca rezultat un maximum de confort ?i performan??."""
"210","Rumansh","Noss rom d'aluminium il pli lev e da la pli auta qualitad or dal pli nov liament; bugl? e tract? cun chalira per ina meglra stabilitad. Noss design innovativ porscha in confort excellent per prestaziuns maximalas."
"210","Russian","""????????? ?????????????????? ??????????? ????, ????????? ?? ????????? ??????. ?????????????? ????????? ??????? ???? ?????????????? ?? ???? ??????????????. ????????? ??????????? ???????????? ???????????? ??????? ? ?????????????."""
"210","Serbian - Cyrillic","??? ???????? ??? ?? ???????????????? ??????????? ?? ????????? ??????; ??????? ? ????? ?? ????? ???? ?????. ??? ?????????? ?????? ?? ?????? ? ????????? ????????? ? ???????????."
"210","Serbian - Latin","Na? najlak?i ram od najkvalitetnijeg aluminijuma od najnovije legure; zavaren i kaljen da pru?i ve?u snagu. Na? inovativan dizajn se ogleda u maksimumu udobnosti i performansi."
"210","Slovak","N?? naj?ah?? hlin?kov? r?m najvy??ej kvality vyroben? z najnov?ej zliatiny. Pevnos? sa dosiahla zv?ran?m a tepeln?m spracovan?m. V?sledkom n??ho inovat?vneho dizajnu je maxim?lne pohodlie a v?kon."
"210","Slovenian","""Na? najla?ji in najkakovostnej?i aluminijast okvir iz najnovej?e zlitine, ki je zvarjen in toplotno obdelan tako, da zdr?i tudi najve?je napore. Rezultat na?ega inovativnega dela so izjemno udobni in visokokakovostni izdelki."""
"210","Spanish","Nuestro cuadro de aluminio m?s ligero y de calidad superior fabricado con la m?s avanzada aleaci?n; est? soldado y tratado con calor para una mejor resistencia. El resultado es un dise?o innovador para la m?xima comodidad y rendimiento."
"210","Swahili","Fremu yetu ya alumini iliyo nyepesi na ya ubora wa juu iliyotengezwa toka kwa aloi mpya kabisa; imeunganishwa na kuchomwa ili kuwa na nguvu. "
"210","Swedish","V?r l?ttaste och b?sta aluminiumram tillverkad av den senaste legeringen. Den ?r hopsvetsad och v?rmebehandlad f?r b?sta styrka. V?r innovativa design ger h?gsta komfort och prestanda."
"210","Tamil","""????????? ??????, ?????? ??????? ?????????? ??????? ?????????? ?????? ???????????????? ????????????????????; ??? ?????????????????? ??? ???? ??????????? ????????????????? ?????????????????????. ????????? ????????? ?????????? ???????? ?????????????? ?????????????? ??????????."""
"210","Telugu","?? ??? ????? ???? ????? ?????? ???????? ??????????? ?????? ?????? ???? ?????? ?????? ????? ?????????; ??????? ???? ????????? ????? ????-???????????? ?????????. ?? ??????? ?????? ?????? ??????? ????? ????????? ???????????."
"210","Tswana","Foreimi ya rona ya aluminiamo e e botlhofotlhofo e bile e le ya boleng jo bo gaisang e e dirilweng ka motswakotshipi o o mont?hwa; e noseditswe ya ba ya gotediwa ka molelo go e matlafatsa. Modiro wa rona o re o itshimololetseng o fa botobetobe e bile o dira sentle. "
"210","Ukrainian","???? ???????? ???? ?????????????? ?? ?????? ?????? ????????? ?? ?????? ???????? ???????? ??????. ????? ???????????? ???????? ????? ?????????? ????????? ??????????? ???? ???????????? ???????? ?????????????. ??????? ????????????? ??????? ? ??????????? ??????????? ???? ???? ????????? ???????? ?????? ????????????????? ?? ??????? ?????????????? ??????."
"210","Urdu","???? ???? ????? ????? ?? ???? ??? ????? ?? ?? ???? ??? ?????? ????? ?? ??????? ????? ??? ?????? ?? ??? ?? ??? ????? ???? ??? ??? ????? ??????? ?????? ????? ?? ????? ???? ??? ???????? ?? ??? ???? ???"
"210","Vietnamese","Khung xe b??ng nh?m nhe? nh??t va? co? ch??t l???ng cao nh??t cu?a chu?ng t?i ????c la?m t?? loa?i h??p kim m??i nh??t; khung xe ????c ha?n va? x?? ly? nhi??t nh??m t?ng ??? b??n. Thi??t k?? ti?n ti??n cu?a chu?ng t?i giu?p ?em la?i s?? thoa?i ma?i va? hi??u qua? t??i ?a khi s?? du?ng."
"210","Welsh","Ein ffr?m alwminiwm ysgafnaf ac o'r ansawdd uchaf wedi ei lunio o'r aloi diweddaraf; mae wedi ei weldio a'i drin ? gwres i'w gryfhau. Mae'n cynllun arloesol yn sicrhau'r cysur a pherfformiad uchaf."
"210","Zulu","Ifremu lethu le-aluminiyamu elilula neliyikhwalithi eyakhiwe ngengxube yensimbi entsha; ishiselwe yakhandelwa ukuvimbela ukushisa ukuze iqine. Idizayni yethu eqanjwe kabusha iholela kwintokomalo enkulu nasekusebenzeni okuhamba phambili. "
"211","Afrikaans","Ons ligste en beste-gehalte aluminiumraam gemaak van die jongste allooi; dit word gesweis en getemper vir krag. Ons nuwe ontwerp bied maksimum gemak en werkverrigting."
"211","Albanian","""Trupi yn? prej alumini m? t? leht? dhe me cil?sin? m? t? mir?, i prodhuar nga aliazhi m? i ri; ?sht? salduar dhe kalitur q? t? ket? rezistenc?. Modeli yn? novator ka si rezultat nj? rehati dhe rendiment maksimal."""
"211","Basque","""Gure kalitate oneneko aluminiozko koadro arinena, aleazio berrienarekin egindakoa. Soldatuta eta beroarekin tratatuta dago sendoagoa izan dadin. Gure diseinu berriztatzaileari esker erosotasun eta funtzionamendu bikainak eskaintzen ditu."""
"211","Bosnian (Cyrillic)","??? ???????? ? ???????????????? ??? ??????? ?? ????????? ??????; ??????? ? ????? ?? ????? ???? ?????. ??? ?????????? ?????? ?? ?????? ? ????????? ????????? ? ???????????."
"211","Bosnian (Latin)","Na? najlak?i i visokokvalitetni ram izra?en od najnovije legure; zavaren i kaljen da pru?i ve?u snagu. Na? inovativan dizajn se ogleda u maksimumu udobnosti i performansi."
"211","Brazilian","Nosso quadro de alum?nio mais leve e de melhor qualidade feito com a mais nova liga met?lica; ? soldado e termotratado para ser resistente. Nosso design inovador resulta em conforto e desempenho m?ximos."
"211","Bulgarian","""?????????????????? ? ????????? ?????????? ????? ? ????????? ?? ???-?????? ?????, ????? ????? ? ??????? ???? ?????????? ? ???????? ?????????. ????????? ?????? ????????? ?????????? ??????? ? ?????? ?? ??????????."""
"211","Catalan","""El nostre quadre d'alumini m?s lleuger i de la millor qualitat, fabricat amb l'aliatge m?s actual; est? soldat i termotractat per millorar-ne la resist?ncia. El disseny innovador augmenta al m?xim el rendiment i la comoditat."""
"211","Chinese - Hongkong","????????????????????????????????????????????????????????????????????????????????"
"211","Chinese - Trad","????????????????????????????????????????????????????????????????????????"
"211","Croatian","""Na? najlak?i i najkvalitetniji aluminijski okvir izra?en od najnovije legure, zavaren i toplotno obra?en za ?vrsto?u. Inovativni dizajn omogu?uje maksimalnu udobnost i u?inkovitost."""
"211","Czech","N?? nejleh?? hlin?kov? r?m nejvy??? kvality vyroben? z nejnov?j?? slitiny; sva?ovan? a tepeln? zpracovan? pro opravdovou pevnost. Pokrokov? design poskytuje maxim?ln? pohodl? a spl?uje ?pi?kov? po?adavky."
"211","Danish","""Vores letteste og bedste aluminiumstel, der er lavet af den nyeste legering. Stellet er svejset og varmebehandlet for at give det ekstra styrke. Vores innovative design giver maksimal komfort og ydeevne."""
"211","Dutch","""Ons lichtste aluminium frame van de beste kwaliteit, van de nieuwste legering. Gelast en getemperd. Ons innovatieve design resulteert in maximaal comfort en maximale prestaties."""
"211","Estonian","""Meie kergeim ja kvaliteetseim alumiiniumraam, mis valmistatud uusimast sulamist ning on tugevuse tagamiseks keevitatud ja termiliselt t??deldud. Meie uuendusliku kujunduse tulemuseks on maksimaalne mugavus ja toimivus."""
"211","Farsi","""???? ???? ? ?? ????? ???? ???? ?????????? ???? ?? ?? ?? ???????? ????? ????? ??? ???? ??? ???? ???? ??????? ?????? ??????? ? ????? ???? ??? ???. ????? ???????? ?? ?????? ????? ? ?????? ?????? ?? ?? ?????? ?? ????."""
"211","Finnish","""Kevein ja laadukkain alumiinirunkomme uusimmasta seoksesta, vahvistettu hitsaamalla ja l?mp?k?sittelyll?. Innovatiivisen suunnittelumme tuloksena on maksimaalinen mukavuus ja suorituskyky."""
"211","Galician","""O noso cadro de aluminio, m?is lixeiro e de mellor calidade, feito coa aliaxe m?is moderna, est? soldado e tratado con calor para ga?ar fortaleza. O noso dese?o innovador ten como resultado a m?xima comodidade e prestaci?ns."""
"211","Greek","?? ??? ?????? ??????? ??? ?? ??????? ????????. ?????????????? ??? ?? ??? ???????? ????? ??????????. ? ?????????? ??? ? ??????? ??????????? ??? ????????? ??????? ??????. ? ?????????? ???????? ???????? ?? ?????????? ????? ??? ??? ????????? ?????????."
"211","Gujrati","?????? ??? ????? ????????? ????????? ????? ????? ??????? ???? ??? ????? ???????????? ??????????? ?????; ?????? ???? ????? ???? ??? ????????? ???????????? ??????? ?????? ??. ????? ???????? ?????? ?????? ???? ??? ????????????? ?????? ??? ??. "
"211","Hindi","????? ???? ????? ?? ????? ???????? ???? ??????????? ?? ????? ???? ????? ?? ??? ??; ?????? ?? ??? ??? ????? ?? ????? ???? ???? ??. ????? ???? ?????? ?? ???????????? ?? ???? ???????? ?? ?? ?????? ???????? ???? ??. "
"211","Hungarian","""Legk?nnyebb ?s legjobb min?s?g? alum?niumv?zunk, amelyet a leg?jabb ?tv?zetb?l, a nagyobb szil?rds?g ?rdek?ben hegeszt?ssel ?s h?kezel?ssel k?sz?t?nk. Az innovat?v forma maxim?lis k?nyelmet ?s teljes?tm?nyt eredm?nyez."""
"211","Icelandic","L?ttasta og besta ?lgrindin ?r n?justu ?lbl?ndunni. H?n er so?in og me?h?ndlu? me? hita sem gerir hana sterkari. N?st?rleg h?nnun eykur ??gindi og virkni."
"211","Indonesian","Rangka aluminium kualitas terbaik kami yang paling ringan terbuat dari alloy terbaru dan melalui proses pengelasan serta pemanasan agar kuat. Desain inovatif kami menghasilkan kenyamanan dan performa maksimal."
"211","Inuktitut","se8i3X6 nN5tx3ymi3XK9l nFC/s/6 tuz nNymJ6 m3DwozJu4 nFC/4n1i4; iWt3ymJ6 x7ml sN3gjx3bsym9li n8qJ7mEoxEymJ6. x0psq5gu4 nNymiK5 wlx6goxEym/K5 x7ml xJ8q5tx6Li."
"211","Irish","Is againne at? an fr?ma al?manaim is ?adroime agus is airde caighde?n agus ? d?anta den ch?imhiotal is nua?; rinneadh t?th? agus c?ire?il teasa air lena neart?.  Cuireann an dearadh nu?la?och seo againne an compord agus an fheidhm?ocht is fearr ar f?il."
"211","Italian","""Telaio in alluminio, pi? leggero e della migliore qualit?, realizzato in una lega di ultima generazione. Il telaio ? saldato e subisce un trattamento termico per aumentare la rigidit? della struttura. Il design innovativo consente di ottenere comfort e prestazioni ottimali."""
"211","Kannada","???? ????? ????????? ???????? ???????????? ??????? ??? ????? ???? ?????????? ????????????; ????? ?????????????? ?????? ?????? ?????? ????? ???????????? ????????????. ???? ?????? ?????????? ?????? ???????? ????? ????? ???????????? ???????? ?????????????.?"
"211","Kazakh","?????? ??? ????? ??? ?????? ?????? ????????? ????? ?? ???? ?????????? ????????; ???????? ???? ??????? ????????? ???? ????????????? ?????. ?????? ???????????? ?????? ??????????? ?? ?????? ?????????? ???????? ??? ?????????? ?????????????? ??? ??????????. "
"211","Konkani","???? ???????? ???? ??? ??? ????????? ????? ????? ????????? ????? ???? ??????. ??????? ????? ???? ???????? ???? ????????. ???? ????? ???????? ?????? ????? ?? ????? ??? ??????????????? ?????."
"211","Korean","?? ???? ?? ??? ??? ?? ? ???? ?? ?? ??? ??? ??? ???? ??????. ?? ???? ????? ??? ???? ??? ?????."
"211","Latvian","""M?su viegl?kais augst?k?s kvalit?tes alum?nija r?mis ir izgatavots no jaun?k? sakaus?juma. Tas ir metin?ts un r?d?ts, lai nodro?in?tu iztur?bu. Novatoriskais dizains sniedz maksim?lu komfortu un rezult?tu."""
"211","Lithuanian","""Lengviausias ir geriausios kokyb?s aliumininis r?mas, pagamintas i? naujausio lydinio. Jis suvirintas ir paveiktas ?iluma, kad b?t? stipresnis. Novatori?kas dizainas u?tikrina patogum? ir na?um?."""
"211","Luxenbourgish","""Eise liichtesten an h?ichw?ertegsten Aluminimumskader aus der neister Metallkompositioun; geschweeste Kader, dee mat H?tzt behandelt gouf fir nach m?i Stabilit?it. Maximalen Confort a maximal Leeschtung durch eisen innovativen Design.  """
"211","Macedonian","?????? ???????? ? ????????????? ???????????? ????? ????????? ?? ??????? ??????; ??? ? ???????? ? ???????? ?????????? ?? ???????????. ?????? ?????????? ?????? ????????? ?? ?????????? ?????????? ? ???????????."
"211","Malaysian","Rangka aluminium paling ringan dan berkualiti terbaik kami diperbuat daripada aloi terbaru; ia dikimpal dan diberi rawatan haba untuk kekuatan. Reka bentuk inovatif kami menghasilkan keselesaan dan pretasi maksimum."
"211","Maori","""Ko t? m?tou anga konumohe tino m?m? rawa atu, tino whai kounga hoki, i hang? ki te p?hi konganuku tino hou rawa atu; kua honoa, kua whakamaimoatia ki te wera kia kaha ai. Ko te mutunga mai o te h?neanea me te whakamahi ng? hua o t? m?tou hoahoatanga auaha."""
"211","Marathi","???? ?????? ???? ??? ????? ??????? ????????????? ??????? ???? ????? ?????????????? ??????? ???; ?? ????? ?????? ???? ?????????? ?????? ??????-????????? ?????? ???. ?????? ????????? ?????????? ??????? ???????? ??? ??? ??????? ?????."
"211","Nepali","???? ???? ?????? ????? ????? ? ??????????? ?????????? ?????? ????????? ?????; ??????? ????? ??????? ???? ????????? ??????? ? ??? ???????. ?????? ????????? ????? ????????? ?????? ???? ?????? ? ??????????? ???????? ?????."
"211","Norwegian","V?r letteste og kvalitetsmessig beste aluminiumsramme laget av den nyeste legeringen. Den er sveiset og varmebehandlet for st?rst mulig styrke. V?rt innovative design gir komfort og ytelse i s?rklasse."
"211","Nynorsk","V?r lettaste og i kvalitet beste aluminiumsramme laga av den nyaste legeringa. Ho er sveisa og varmebehandla for st?rst mogleg styrke. Det innovative designet v?rt gir komfort og yting i s?rklasse."
"211","Pashto","????? ??? ? ?? ???? ???? ????? ?????? ???????? ????? ? ???? ???????? ??? ??? ??? ??? ??? ????? ?? ? ?? ???? ????? ????? ?? ????? ????? ??? ?? ?? ????? ? ?????? ? ?????? ????? ?? ????? ???? ? ?? ?????? ?? ??????? ??? ??."
"211","Polish","""Najl?ejsza aluminiowa rama o najwy?szej jako?ci, wykonana z najnowocze?niejszego stopu. Rama jest spawana i hartowana w wysokiej temperaturze, co zapewnia jej odpowiedni? wytrzyma?o??. Dzi?ki innowacyjnemu projektowi ta rama zapewnia maksymalny komfort i najwy?sz? wydajno??."""
"211","Portuguese (European)","""Feita a partir da mais recente liga, a nossa estrutura em alum?nio leve e da melhor qualidade; soldada e com tratamento t?rmico para uma maior robustez. O nosso design inovador resulta num m?ximo do conforto e desempenho."""
"211","Punjabi","?????? ????? ??? ??? ????? ??? ???? ?? ??? ???? ??? ?? ??? ???? ??????? ?? ????????? ?????; ?????? ??? ?? ????? ???? ???? ??? ?? ??? ???-???????? ?????? ?????? ??? ??? ???? ?????????? ?????? ??? ??? ??? ???? ??? ??????? ?????? ???? ???"
"211","Quecha","?uqaykupa aluminyuykuqa aswan sampallam hinallataq ancha allin tukuy yachaywan sumaq ruwasqa; ancha ninapi chulluchispa tinkisqa allin takyanampaq.kayqa musuqmi allin kanapaq mana tukuriq."
"211","Romanian","""Cadrul nostru de aluminiu, cel mai u?or ?i de cea mai bun? calitate, realizat din cel mai recent aliaj; este sudat ?i tratat termic pentru ?mbun?t??irea rezisten?ei. Designul nostru inovator are ca rezultat un maximum de confort ?i performan??."""
"211","Rumansh","Noss rom d'aluminium il pli lev e da la pli auta qualitad or dal pli nov liament; bugl? e tract? cun chalira per ina meglra stabilitad. Noss design innovativ porscha in confort excellent per prestaziuns maximalas."
"211","Russian","""????????? ?????????????????? ??????????? ????, ????????? ?? ????????? ??????. ?????????????? ????????? ??????? ???? ?????????????? ?? ???? ??????????????. ????????? ??????????? ???????????? ???????????? ??????? ? ?????????????."""
"211","Serbian - Cyrillic","??? ???????? ??? ?? ???????????????? ??????????? ?? ????????? ??????; ??????? ? ????? ?? ????? ???? ?????. ??? ?????????? ?????? ?? ?????? ? ????????? ????????? ? ???????????."
"211","Serbian - Latin","Na? najlak?i ram od najkvalitetnijeg aluminijuma od najnovije legure; zavaren i kaljen da pru?i ve?u snagu. Na? inovativan dizajn se ogleda u maksimumu udobnosti i performansi."
"211","Slovak","N?? naj?ah?? hlin?kov? r?m najvy??ej kvality vyroben? z najnov?ej zliatiny. Pevnos? sa dosiahla zv?ran?m a tepeln?m spracovan?m. V?sledkom n??ho inovat?vneho dizajnu je maxim?lne pohodlie a v?kon."
"211","Slovenian","""Na? najla?ji in najkakovostnej?i aluminijast okvir iz najnovej?e zlitine, ki je zvarjen in toplotno obdelan tako, da zdr?i tudi najve?je napore. Rezultat na?ega inovativnega dela so izjemno udobni in visokokakovostni izdelki."""
"211","Spanish","Nuestro cuadro de aluminio m?s ligero y de calidad superior fabricado con la m?s avanzada aleaci?n; est? soldado y tratado con calor para una mejor resistencia. El resultado es un dise?o innovador para la m?xima comodidad y rendimiento."
